Survey Month,Choice 1,Choice 2,Choice 3,Region,Gender,Age,Weight
2015 Mar 01 12:00:00 AM,Jobs/ Unemployment,Recreation/ Leisure/ Entertainment,,Southeast,Male,55 +,0.56405111
2015 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Southwest,Male,55 +,0.56405111
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Education,,Northwest,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Northwest,Male,55 +,0.56405111
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Public Transit/ Bike lanes,,Southeast,Male,35 - 54,1.322233163
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Crime/ Violence/ Vandalism,,Northeast,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Southwest,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Education,Childcare/ Daycare issues,,Northwest,Female,35 - 54,1.128863163
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,"Emergency services: Fire, Police",Aboriginal Issues,Southeast,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Crime/ Violence/ Vandalism,,Southeast,Male,35 - 54,1.322233163
2015 Mar 01 12:00:00 AM,Taxes/ Tax reform,,,Southwest,Male,35 - 54,1.322233163
2015 Mar 01 12:00:00 AM,Aboriginal Issues,Racism/ Cultural/ Inequality issues,Cost of Living,Southwest,Female,18 - 34,1.833517668
2015 Mar 01 12:00:00 AM,Government Issues: corruption/ federal election,,,Southeast,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Public Transit/ Bike lanes,,Southeast,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,Infrastructure/ Roads/ Potholes,,Northwest,Female,35 - 54,1.128863163
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Public Transit/ Bike lanes,,Northwest,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Public Transit/ Bike lanes,,Southwest,Male,55 +,0.56405111
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Social services/ Public services,,Southwest,Male,18 - 34,1.570961083
2015 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Northeast,Female,35 - 54,1.128863163
2015 Mar 01 12:00:00 AM,Morality: Pornography/ Drugs/ Prostitution,,,Core,Female,35 - 54,1.128863163
2015 Mar 01 12:00:00 AM,Environmental issues,Crime/ Violence/ Vandalism,Health care/ Medicare,Northwest,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Taxes/ Tax reform,Infrastructure/ Roads/ Potholes,Crime/ Violence/ Vandalism,Northwest,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Crime/ Violence/ Vandalism,Low cost housing/ Lower rental costs,Northwest,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Recreation/ Leisure/ Entertainment,Environmental issues,Southeast,Female,,1.0434
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Crime/ Violence/ Vandalism,,Northwest,Male,35 - 54,1.322233163
2015 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,Morality: Pornography/ Drugs/ Prostitution,Health care/ Medicare,Northeast,Male,35 - 54,1.322233163
2015 Mar 01 12:00:00 AM,Economy (general),Civic Politics,,Northeast,Male,18 - 34,1.570961083
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Northeast,Male,35 - 54,1.322233163
2015 Mar 01 12:00:00 AM,Aboriginal Issues,,,Core,Female,35 - 54,1.128863163
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Civic Politics,,Northeast,Male,55 +,0.56405111
2015 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,Infrastructure/ Roads/ Potholes,,Core,Female,18 - 34,1.833517668
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Southwest,Male,55 +,0.56405111
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Civic Politics,Proper city planning/ Forward thinking,Northwest,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Core,Male,55 +,0.56405111
2015 Mar 01 12:00:00 AM,Downtown Renewal,Public Transit/ Bike lanes,,Core,Female,18 - 34,1.833517668
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Aboriginal Issues,Jobs/ Unemployment,Southwest,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Racism/ Cultural/ Inequality issues,Morality: Pornography/ Drugs/ Prostitution,,Northeast,Male,18 - 34,1.570961083
2015 Mar 01 12:00:00 AM,Economy (general),Taxes/ Tax reform,Infrastructure/ Roads/ Potholes,Southwest,Male,55 +,0.56405111
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Environmental issues,,Northwest,Female,18 - 34,1.833517668
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Northeast,Male,55 +,0.56405111
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Crime/ Violence/ Vandalism,,Southeast,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Civic Politics,Government Issues: corruption/ federal election,Proper city planning/ Forward thinking,Northwest,Female,35 - 54,1.128863163
2015 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,Economy (general),,Core,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Aboriginal Issues,Racism/ Cultural/ Inequality issues,,Core,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Racism/ Cultural/ Inequality issues,,Northwest,Male,35 - 54,1.322233163
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Northwest,Male,35 - 54,1.322233163
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Racism/ Cultural/ Inequality issues,,Core,Male,35 - 54,1.322233163
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Southwest,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Aboriginal Issues,Education,Infrastructure/ Roads/ Potholes,Northeast,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Health care/ Medicare,,Northeast,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Economy (general),Infrastructure/ Roads/ Potholes,,Northeast,Male,18 - 34,1.570961083
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Core,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Racism/ Cultural/ Inequality issues,Jobs/ Unemployment,,Core,Female,18 - 34,1.833517668
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,"Emergency services: Fire, Police",,Northwest,Male,55 +,0.56405111
2015 Mar 01 12:00:00 AM,Downtown Renewal,Crime/ Violence/ Vandalism,,Core,Male,18 - 34,1.570961083
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Southeast,Male,35 - 54,1.322233163
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Health care/ Medicare,,Southwest,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Jobs/ Unemployment,,Southeast,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Racism/ Cultural/ Inequality issues,Aboriginal Issues,,Southwest,Male,18 - 34,1.570961083
2015 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,Infrastructure/ Roads/ Potholes,,Core,Female,35 - 54,1.128863163
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Crime/ Violence/ Vandalism,Poverty/ Homelessness,Northwest,Female,35 - 54,1.128863163
2015 Mar 01 12:00:00 AM,Economy (general),Health care/ Medicare,,Core,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Jobs/ Unemployment,Education,Infrastructure/ Roads/ Potholes,Southeast,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Poverty/ Homelessness,,Core,Male,35 - 54,1.322233163
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Taxes/ Tax reform,,Southeast,Male,55 +,0.56405111
2015 Mar 01 12:00:00 AM,Civic Politics,Infrastructure/ Roads/ Potholes,,Southwest,Male,55 +,0.56405111
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Northeast,Male,35 - 54,1.322233163
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Southwest,Male,35 - 54,1.322233163
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Core,Male,55 +,0.56405111
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Social services/ Public services,Childcare/ Daycare issues,Southeast,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,Economy (general),,Southwest,Male,,0.9566
2015 Mar 01 12:00:00 AM,Economy (general),Infrastructure/ Roads/ Potholes,,Northwest,Male,55 +,0.56405111
2015 Mar 01 12:00:00 AM,Low cost housing/ Lower rental costs,Environmental issues,Crime/ Violence/ Vandalism,Northeast,Female,35 - 54,1.128863163
2015 Mar 01 12:00:00 AM,Childcare/ Daycare issues,Poverty/ Homelessness,Environmental issues,Southeast,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Environmental issues,Taxes/ Tax reform,Northwest,Male,35 - 54,1.322233163
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Taxes/ Tax reform,,Southwest,Male,35 - 54,1.322233163
2015 Mar 01 12:00:00 AM,Health care/ Medicare,Education,,Northwest,Female,35 - 54,1.128863163
2015 Mar 01 12:00:00 AM,Racism/ Cultural/ Inequality issues,Economy (general),,Southwest,Female,18 - 34,1.833517668
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Downtown Renewal,,Core,Male,55 +,0.56405111
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Northeast,Female,35 - 54,1.128863163
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Northwest,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Northwest,Female,35 - 54,1.128863163
2015 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Southeast,Male,55 +,0.56405111
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Northwest,Female,35 - 54,1.128863163
2015 Mar 01 12:00:00 AM,Economy (general),Infrastructure/ Roads/ Potholes,,Southwest,Male,35 - 54,1.322233163
2015 Mar 01 12:00:00 AM,Civic Politics,Racism/ Cultural/ Inequality issues,,Southwest,Female,18 - 34,1.833517668
2015 Mar 01 12:00:00 AM,Jobs/ Unemployment,Infrastructure/ Roads/ Potholes,,Core,Male,55 +,0.56405111
2015 Mar 01 12:00:00 AM,Public Transit/ Bike lanes,Infrastructure/ Roads/ Potholes,,Southwest,Male,55 +,0.56405111
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Economic growth/ Business development,,Southwest,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Core,Male,18 - 34,1.570961083
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Crime/ Violence/ Vandalism,,Core,Female,35 - 54,1.128863163
2015 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Northwest,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Racism/ Cultural/ Inequality issues,Poverty/ Homelessness,,Northeast,Male,55 +,0.56405111
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Northeast,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Taxes/ Tax reform,,Core,Male,55 +,0.56405111
2015 Mar 01 12:00:00 AM,Taxes/ Tax reform,,,Northwest,Male,55 +,0.56405111
2015 Mar 01 12:00:00 AM,Downtown Renewal,Health care/ Medicare,,Northwest,Female,35 - 54,1.128863163
2015 Mar 01 12:00:00 AM,Downtown Renewal,,,Southwest,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,Infrastructure/ Roads/ Potholes,,Southeast,Female,35 - 54,1.128863163
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Poverty/ Homelessness,,Southwest,Female,35 - 54,1.128863163
2015 Mar 01 12:00:00 AM,Poverty/ Homelessness,Education,,Southwest,Female,35 - 54,1.128863163
2015 Mar 01 12:00:00 AM,Taxes/ Tax reform,Crime/ Violence/ Vandalism,,Southeast,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Sewer/ Water infrastructure,,Northeast,Female,18 - 34,1.833517668
2015 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Core,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Crime/ Violence/ Vandalism,,Northeast,Male,55 +,0.56405111
2015 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,Low cost housing/ Lower rental costs,,Northeast,Male,18 - 34,1.570961083
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Taxes/ Tax reform,,Northeast,Male,55 +,0.56405111
2015 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Northwest,Male,55 +,0.56405111
2015 Mar 01 12:00:00 AM,Jobs/ Unemployment,Economy (general),,Southwest,Female,35 - 54,1.128863163
2015 Mar 01 12:00:00 AM,Downtown Renewal,Public Transit/ Bike lanes,,Southwest,Male,35 - 54,1.322233163
2015 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,Infrastructure/ Roads/ Potholes,,Core,Male,35 - 54,1.322233163
2015 Mar 01 12:00:00 AM,Economy (general),Education,,Northwest,Male,18 - 34,1.570961083
2015 Mar 01 12:00:00 AM,Aboriginal Issues,People leaving town/ province,,Southwest,Male,35 - 54,1.322233163
2015 Mar 01 12:00:00 AM,Government Issues: corruption/ federal election,Social services/ Public services,,Northeast,Male,35 - 54,1.322233163
2015 Mar 01 12:00:00 AM,Education,Infrastructure/ Roads/ Potholes,,Southeast,Male,35 - 54,1.322233163
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Southwest,Male,18 - 34,1.570961083
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Economic growth/ Business development,,Core,Male,55 +,0.56405111
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Northwest,Female,35 - 54,1.128863163
2015 Mar 01 12:00:00 AM,Health care/ Medicare,Social services/ Public services,Jobs/ Unemployment,Northwest,Male,18 - 34,1.570961083
2015 Mar 01 12:00:00 AM,Aboriginal Issues,,,Southwest,Male,55 +,0.56405111
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Public Transit/ Bike lanes,Taxes/ Tax reform,Northwest,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Low cost housing/ Lower rental costs,Urban Sprawl,Southwest,Male,55 +,0.56405111
2015 Mar 01 12:00:00 AM,Taxes/ Tax reform,Infrastructure/ Roads/ Potholes,Government Issues: corruption/ federal election,Northeast,Female,35 - 54,1.128863163
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Low cost housing/ Lower rental costs,Poverty/ Homelessness,Core,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Southeast,Male,55 +,0.56405111
2015 Mar 01 12:00:00 AM,Environmental issues,Downtown Renewal,Jobs/ Unemployment,Northeast,Male,18 - 34,1.570961083
2015 Mar 01 12:00:00 AM,Civic Politics,Water/ Lakes - Purity/ Pollution/ Cleanliness,Environmental issues,Southeast,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Racism/ Cultural/ Inequality issues,Infrastructure/ Roads/ Potholes,Public Transit/ Bike lanes,Core,Female,18 - 34,1.833517668
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Crime/ Violence/ Vandalism,,Northeast,Female,35 - 54,1.128863163
2015 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,Infrastructure/ Roads/ Potholes,,Northeast,Male,55 +,0.56405111
2015 Mar 01 12:00:00 AM,Taxes/ Tax reform,Education,,Southwest,Female,35 - 54,1.128863163
2015 Mar 01 12:00:00 AM,Taxes/ Tax reform,Infrastructure/ Roads/ Potholes,Recreation/ Leisure/ Entertainment,Northeast,Male,35 - 54,1.322233163
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Southwest,Male,55 +,0.56405111
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Childcare/ Daycare issues,,Southwest,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Aboriginal Issues,Racism/ Cultural/ Inequality issues,Poverty/ Homelessness,Core,Female,18 - 34,1.833517668
2015 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Core,Male,18 - 34,1.570961083
2015 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Northwest,Male,35 - 54,1.322233163
2015 Mar 01 12:00:00 AM,Poverty/ Homelessness,Aboriginal Issues,Public Transit/ Bike lanes,Southwest,Female,35 - 54,1.128863163
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Southwest,Female,,1.0434
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Crime/ Violence/ Vandalism,,Core,Male,35 - 54,1.322233163
2015 Mar 01 12:00:00 AM,Poverty/ Homelessness,Low cost housing/ Lower rental costs,,Southwest,Male,55 +,0.56405111
2015 Mar 01 12:00:00 AM,Civic Politics,Government Issues: corruption/ federal election,,Northeast,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Aboriginal Issues,,,Southwest,Female,18 - 34,1.833517668
2015 Mar 01 12:00:00 AM,Racism/ Cultural/ Inequality issues,Infrastructure/ Roads/ Potholes,,Southwest,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Poverty/ Homelessness,Racism/ Cultural/ Inequality issues,,Core,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Aboriginal Issues,Jobs/ Unemployment,Poverty/ Homelessness,Northwest,Male,35 - 54,1.322233163
2015 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,Jobs/ Unemployment,,Northwest,Male,35 - 54,1.322233163
2015 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,,,Northeast,Female,,1.0434
2015 Mar 01 12:00:00 AM,Education,Recreation/ Leisure/ Entertainment,,Northwest,Female,35 - 54,1.128863163
2015 Mar 01 12:00:00 AM,Education,Crime/ Violence/ Vandalism,,Northwest,Male,55 +,0.56405111
2015 Mar 01 12:00:00 AM,Economy (general),,,Southwest,Male,18 - 34,1.570961083
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Senior issues,Low cost housing/ Lower rental costs,Northwest,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Northeast,Female,35 - 54,1.128863163
2015 Mar 01 12:00:00 AM,Aboriginal Issues,Downtown Renewal,Public Transit/ Bike lanes,Southwest,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Civic Politics,,Southeast,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Poverty/ Homelessness,Infrastructure/ Roads/ Potholes,,Northwest,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Social services/ Public services,,Southwest,Male,35 - 54,1.322233163
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Northwest,Male,55 +,0.56405111
2015 Mar 01 12:00:00 AM,Government Issues: corruption/ federal election,Proper city planning/ Forward thinking,Civic Politics,Southeast,Male,,0.9566
2015 Mar 01 12:00:00 AM,Property values too high,Taxes/ Tax reform,,Northwest,Male,35 - 54,1.322233163
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Crime/ Violence/ Vandalism,,Southwest,Female,35 - 54,1.128863163
2015 Mar 01 12:00:00 AM,Jobs/ Unemployment,Low cost housing/ Lower rental costs,Childcare/ Daycare issues,Southwest,Female,35 - 54,1.128863163
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Health care/ Medicare,,Northeast,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Taxes/ Tax reform,Social services/ Public services,Northwest,Male,35 - 54,1.322233163
2015 Mar 01 12:00:00 AM,Poverty/ Homelessness,Racism/ Cultural/ Inequality issues,,Northeast,Male,18 - 34,1.570961083
2015 Mar 01 12:00:00 AM,Recreation/ Leisure/ Entertainment,,,Southeast,Female,35 - 54,1.128863163
2015 Mar 01 12:00:00 AM,Poverty/ Homelessness,Aboriginal Issues,,Northeast,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Taxes/ Tax reform,Property values too high,Southeast,Female,35 - 54,1.128863163
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Downtown Renewal,Jobs/ Unemployment,Core,Female,35 - 54,1.128863163
2015 Mar 01 12:00:00 AM,Crime/ Violence/ Vandalism,Environmental issues,,Southeast,Female,35 - 54,1.128863163
2015 Mar 01 12:00:00 AM,Taxes/ Tax reform,Infrastructure/ Roads/ Potholes,,Northwest,Male,55 +,0.56405111
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Northwest,Male,18 - 34,1.570961083
2015 Mar 01 12:00:00 AM,Racism/ Cultural/ Inequality issues,Integrating new immigrants into our society,,Southeast,Male,35 - 54,1.322233163
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Government Issues: corruption/ federal election,Proper city planning/ Forward thinking,Northwest,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Childcare/ Daycare issues,Infrastructure/ Roads/ Potholes,Health care/ Medicare,Southeast,Female,18 - 34,1.833517668
2015 Mar 01 12:00:00 AM,Education,Economy (general),,Southwest,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Aboriginal Issues,,Northwest,Male,55 +,0.56405111
2015 Mar 01 12:00:00 AM,Economy (general),Infrastructure/ Roads/ Potholes,,Northeast,Female,55 +,0.624741979
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Taxes/ Tax reform,,Southeast,Male,55 +,0.56405111
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,,,Northwest,Male,35 - 54,1.322233163
2015 Mar 01 12:00:00 AM,Civic Politics,Infrastructure/ Roads/ Potholes,,Northeast,Male,55 +,0.56405111
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Crime/ Violence/ Vandalism,"Emergency services: Fire, Police",Southwest,Male,35 - 54,1.322233163
2015 Mar 01 12:00:00 AM,Economy (general),Taxes/ Tax reform,,Core,Male,55 +,0.56405111
2015 Mar 01 12:00:00 AM,Infrastructure/ Roads/ Potholes,Crime/ Violence/ Vandalism,,Southwest,Female,35 - 54,1.128863163
2015 Mar 01 12:00:00 AM,Jobs/ Unemployment,Crime/ Violence/ Vandalism,,Southwest,Male,18 - 34,1.570961083
2015 Mar 01 12:00:00 AM,Public Transit/ Bike lanes,,,Core,Female,35 - 54,1.128863163
2015 Mar 01 12:00:00 AM,Economic growth/ Business development,Infrastructure/ Roads/ Potholes,,Southeast,Female,35 - 54,1.128863163
